0     26     6.5164405    12.9381153     2.9494734    ...     0.0000000
1    146     8.4555475    12.9158009     2.9116960    ...     1.9396033
2    169     6.3764337     1.2475771     1.4668150    ...     1.9653672
3    206     4.5245334     0.0839952     3.0297714    ...     1.9970683
4    188     6.5264889    11.6248861     4.4698997    ...     2.0090714
5    187     6.3152481    11.5596881     1.3890092    ...     2.0917907
6    170     6.3870130     1.3583558     4.5715261    ...     2.1421986
7     27     6.5693411     0.0266686     5.8832400    ...     2.9348898
8     25     6.3829224    12.8906360    17.7036669    ...     2.9736056
9    158     7.7672499     3.0362459     2.9305906    ...     3.3161605
10     43     6.4773196     9.7731827     1.5728175    ...     3.4515953
11    200     5.2435763     9.7096466     3.0595965    ...     3.4720773
12    194     5.2340057     3.2156041     2.9299030    ...     3.4944109
13      1     9.6817553     0.0070595     1.4433612    ...     3.5056174
14      2     9.7243550    12.9383833     4.3978758    ...     3.5197422
15     31     6.4050624     3.1604468     1.4600729    ...     3.5271897
16    145     8.4385250    12.9462884    17.7117552    ...     3.5311105
17    164     7.8893110     9.6845402     2.9288844    ...     3.5314230
18    147     8.4479181    12.9663052     5.9239152    ...     3.5466470
19    207     4.6017463     0.0646536     5.9476057    ...     3.5587590
20     50     3.3142178     0.0398427     4.5171066    ...     3.5661314
21     44     6.5950969     9.7014869     4.4555448    ...     3.5707424
22     49     3.2219111     0.0310942     1.5159543    ...     3.5935022
23     32     6.5053529     3.2453444     4.4502871    ...     3.6073089
24    205     4.4156830    12.9597466    17.7030356    ...     3.6386329
25    122     9.6188592     1.9084413     4.4356031    ...     3.9509776
26    140     9.6656454    11.0298687     4.4262646    ...     3.9673428
27    139     9.7057961    10.9788461     1.5528652    ...     3.9951520
28    236     3.2792519    11.1229552     4.5380870    ...     4.0370645
29    121     9.7129545     1.9276897     1.3470543    ...     4.0788813
30    218     3.2114492     1.9468615     4.4045682    ...     4.1191885
31    217     3.2305441     2.0208715     1.5308294    ...     4.1274606
32    235     3.1541599    11.0408871     1.3833675    ...     4.1661845
33    163     7.8117237     9.8385717     0.0250649    ...     4.4538852
34      8     9.6304413     3.1721075     2.9163561    ...     4.4702463
35     68     3.1938063     9.9204162     2.9867374    ...     4.4886295
36    242     2.0202512    12.8660504     2.8553169    ...     4.4977525
37    110    11.0443652    12.9253586     2.9114775    ...     4.5281021
38    174     6.4275197     1.2365677    16.3270676    ...     4.5298431
39    201     5.2591696     9.8047021     5.9990186    ...     4.5495862
40     20     9.7812916     9.6842537     2.9927712    ...     4.6096358
41    165     7.7725953     9.6465924     5.9286465    ...     4.6138400
42    159     7.7484963     3.2742386     5.9192100    ...     4.6138710
43    193     5.2096420     3.2299498    17.6429468    ...     4.6425980
44    171     6.5621254     1.3841447     7.3733945    ...     4.6461705
45    192     6.4721623    11.6275456    16.2108582    ...     4.6516924
46    199     5.2166926     9.6536917    17.6420782    ...     4.6549639
47    157     7.7913903     3.3621264     0.0301120    ...     4.6570452
48    189     6.6437276    11.7634742     7.4812989    ...     4.6833137
49    195     5.2468279     3.3984844     5.9254684    ...     4.7177013
50     56     3.2288086     3.3571420     2.9193315    ...     4.7239279
51    181     6.5486049     7.7762352     1.4857182    ...     5.3655028
52     19     9.7196827     9.7354372     0.0617259    ...     5.3718705
53    243     2.0610732    12.9029961     5.9585832    ...     5.3764555
54    111    11.0316788    12.8795563     5.9059374    ...     5.3973591
55    241     2.0276971     0.0339835    17.6742454    ...     5.3992088
56    175     6.2936213     5.1911478     1.5942024    ...     5.4035320
57     57     3.3002689     3.2323940     5.8321838    ...     5.4156346
58    182     6.4500141     7.7684102     4.5621207    ...     5.4158005
59    109    11.0497462    12.8559345    17.7094506    ...     5.4171522
60      9     9.6691158     3.3135902     5.8490740    ...     5.4368689
61      3     9.7337772     0.0061929     7.3394509    ...     5.4428713
62     69     3.2610013     9.7554195     5.9461390    ...     5.4504534
63     48     6.5847391     9.6829238    16.3018520    ...     5.4512096
64     45     6.4206482     9.8485433     7.4408984    ...     5.4522958
65     67     3.2697047     9.6847122    17.7217412    ...     5.4627036
