0     26     3.2432580     3.2432580     2.9540702    ...     0.0000000
1    218     3.2432580     1.9763766     4.4311051    ...     1.9459241
2    266     3.2432580     4.5101394     4.4311051    ...     1.9459241
3    217     3.2432580     1.9763766     1.4770351    ...     1.9459242
4    265     3.2432580     4.5101394     1.4770351    ...     1.9459242
5     98     5.2196346     3.2432580     2.9540702    ...     1.9763766
6    146     1.2668814     3.2432580     2.9540702    ...     1.9763766
7     25     3.2432580     3.2432580     0.0000000    ...     2.9540702
8     27     3.2432580     3.2432580     5.9081404    ...     2.9540702
9    122     1.9763766     0.0000000     2.9540702    ...     3.4819120
10    128     1.9763766     6.4865160     2.9540702    ...     3.4819120
11    170     4.5101394     0.0000000     2.9540702    ...     3.4819120
12    176     4.5101394     6.4865160     2.9540702    ...     3.4819120
13     97     5.2196346     3.2432580     0.0000000    ...     3.5542362
14     99     5.2196346     3.2432580     5.9081404    ...     3.5542362
15    145     1.2668814     3.2432580     0.0000000    ...     3.5542362
16    147     1.2668814     3.2432580     5.9081404    ...     3.5542362
17     50     0.0000000     3.2432580     4.4311051    ...     3.5637557
18     62     6.4865160     3.2432580     4.4311051    ...     3.5637557
19     74     3.2432580     0.0000000     4.4311051    ...     3.5637557
20     80     3.2432580     6.4865160     4.4311051    ...     3.5637557
21     49     0.0000000     3.2432580     1.4770351    ...     3.5637558
22     61     6.4865160     3.2432580     1.4770351    ...     3.5637558
23     73     3.2432580     0.0000000     1.4770351    ...     3.5637558
24     79     3.2432580     6.4865160     1.4770351    ...     3.5637558
25    194     0.0000000     5.2196346     4.4311051    ...     4.0750974
26    206     6.4865160     5.2196346     4.4311051    ...     4.0750974
27    242     0.0000000     1.2668814     4.4311051    ...     4.0750974
28    254     6.4865160     1.2668814     4.4311051    ...     4.0750974
29    193     0.0000000     5.2196346     1.4770351    ...     4.0750975
30    205     6.4865160     5.2196346     1.4770351    ...     4.0750975
31    241     0.0000000     1.2668814     1.4770351    ...     4.0750975
32    253     6.4865160     1.2668814     1.4770351    ...     4.0750975
